municipio;ano;area_total_ha;valor_total_mil_reais;total_status;n_produtos_cultivados;hhi_area;produto_lider_valor;valor_produto_lider;area_ha_Cana e forragens;area_ha_Fibras e fumo;area_ha_Frutas;area_ha_Grãos e oleaginosas;area_ha_Hortaliças;area_ha_Perenes comerciais;area_ha_Raízes e tubérculos;uf;ano_preliminar;pct_soja_milho_area;valor_por_ha_reais
Belém;2022;190,0;1246,0;informado;1,0;1,0;Açaí;1246,0;0,0;0,0;190,0;0,0;0,0;0,0;0,0;PA;False;0,0;6558,0
Belterra;2022;58314,0;425760,0;informado;18,0;0,463;Soja (em grão);290499,0;0,0;0,0;241,0;56880,0;2,0;91,0;1100,0;PA;False;95,9;7301,0
Benevides;2022;150,0;2430,0;informado;1,0;1,0;Açaí;2430,0;0,0;0,0;150,0;0,0;0,0;0,0;0,0;PA;False;0,0;16200,0
Bom Jesus do Tocantins;2022;822,0;8079,0;informado;13,0;0,291;Mandioca;4094,0;0,0;0,0;80,0;358,0;0,0;0,0;384,0;PA;False;23,7;9828,0
Bonito;2022;10215,0;177700,0;informado;8,0;0,752;Dendê (cacho de coco);163970,0;0,0;0,0;305,0;60,0;0,0;8850,0;1000,0;PA;False;0,6;17396,0
Bragança;2022;5969,0;51684,0;informado;12,0;0,589;Mandioca;44238,0;0,0;0,0;269,0;1115,0;0,0;70,0;4515,0;PA;False;10,8;8659,0
Brasil Novo;2022;8396,0;117737,0;informado;17,0;0,753;Cacau (em amêndoa);101283,0;2,0;0,0;557,0;371,0;0,0;7276,0;190,0;PA;False;4,2;14023,0
Brejo Grande do Araguaia;2022;1505,0;16594,0;informado;8,0;0,346;Banana (cacho);8778,0;0,0;0,0;220,0;1225,0;0,0;0,0;60,0;PA;False;79,7;11026,0
Breu Branco;2022;1129,0;24208,0;informado;10,0;0,284;Pimenta-do-reino;14136,0;0,0;0,0;237,0;0,0;0,0;502,0;390,0;PA;False;0,0;21442,0
Breves;2022;3136,0;66377,0;informado;5,0;0,687;Açaí;61094,0;0,0;0,0;2698,0;0,0;0,0;0,0;438,0;PA;False;0,0;21166,0
Bujaru;2022;8677,0;258667,0;informado;11,0;0,53;Açaí;218166,0;0,0;0,0;6647,0;290,0;0,0;740,0;1000,0;PA;False;1,4;29811,0
Cachoeira do Piriá;2022;3098,0;28071,0;informado;12,0;0,231;Mandioca;9701,0;0,0;180,0;758,0;800,0;0,0;140,0;1220,0;PA;False;16,8;9061,0
Cachoeira do Arari;2022;9880,0;56775,0;informado;4,0;0,833;Arroz (em casca);43200,0;0,0;0,0;750,0;9000,0;0,0;0,0;130,0;PA;False;0,0;5746,0
Cametá;2022;44855,0;772596,0;informado;14,0;0,492;Açaí;666781,0;0,0;0,0;30124,0;694,0;0,0;7037,0;7000,0;PA;False;0,6;17224,0
Canaã dos Carajás;2022;4847,0;55598,0;informado;11,0;0,693;Milho (em grão);28800,0;0,0;0,0;684,0;4008,0;0,0;35,0;120,0;PA;False;82,5;11471,0
Capanema;2022;8311,0;52681,0;informado;10,0;0,439;Mandioca;35300,0;0,0;0,0;311,0;3300,0;0,0;100,0;4600,0;PA;False;3,6;6339,0
Capitão Poço;2022;19805,0;232808,0;informado;12,0;0,323;Laranja;110798,0;0,0;100,0;12455,0;3050,0;0,0;1100,0;3100,0;PA;False;7,6;11755,0
Castanhal;2022;12354,0;223712,0;informado;13,0;0,451;Mandioca;146061,0;0,0;0,0;1620,0;800,0;0,0;1834,0;8100,0;PA;False;3,2;18108,0
Chaves;2022;70,0;614,0;informado;1,0;1,0;Mandioca;614,0;0,0;0,0;0,0;0,0;0,0;0,0;70,0;PA;False;0,0;8771,0
Colares;2022;415,0;4199,0;informado;7,0;0,84;Mandioca;3952,0;0,0;0,0;20,0;15,0;0,0;0,0;380,0;PA;False;2,4;10118,0
Conceição do Araguaia;2022;10401,0;83336,0;informado;9,0;0,54;Soja (em grão);45397,0;0,0;0,0;1485,0;8516,0;0,0;0,0;400,0;PA;False;80,1;8012,0
Concórdia do Pará;2022;24534,0;189270,0;informado;14,0;0,582;Dendê (cacho de coco);68305,0;0,0;0,0;2395,0;119,0;0,0;19420,0;2600,0;PA;False;0,2;7715,0
Cumaru do Norte;2022;19264,0;136335,0;informado;13,0;0,464;Soja (em grão);98893,0;0,0;0,0;353,0;18401,0;0,0;60,0;450,0;PA;False;91,4;7077,0
Curionópolis;2022;3378,0;33356,0;informado;6,0;0,648;Milho (em grão);12482,0;0,0;0,0;280,0;2678,0;0,0;0,0;420,0;PA;False;79,3;9874,0
Curralinho;2022;2513,0;89406,0;informado;5,0;0,724;Açaí;87005,0;3,0;0,0;2110,0;0,0;0,0;0,0;400,0;PA;False;0,0;35577,0
Curuá;2022;711,0;12683,0;informado;10,0;0,405;Açaí;10428,0;0,0;0,0;553,0;75,0;0,0;3,0;80,0;PA;False;7,9;17838,0
Curuçá;2022;1604,0;28761,0;informado;13,0;0,289;Mandioca;14049,0;0,0;0,0;438,0;40,0;0,0;326,0;800,0;PA;False;1,2;17931,0
Dom Eliseu;2022;158242,0;1303073,0;informado;17,0;0,627;Soja (em grão);1136899,0;0,0;0,0;397,0;157588,0;8,0;69,0;180,0;PA;False;96,0;8235,0
Eldorado do Carajás;2022;2650,0;32490,0;informado;13,0;0,427;Mandioca;14123,0;0,0;0,0;340,0;1740,0;0,0;120,0;450,0;PA;False;62,2;12260,0
Faro;2022;253,0;1402,0;informado;10,0;0,632;Mandioca;960,0;3,0;0,0;42,0;8,0;0,0;0,0;200,0;PA;False;2,4;5542,0
Floresta do Araguaia;2022;20737,0;479518,0;informado;9,0;0,408;Abacaxi;387810,0;0,0;0,0;10245,0;9412,0;0,0;0,0;1080,0;PA;False;44,9;23124,0
Garrafão do Norte;2022;8360,0;91953,0;informado;11,0;0,194;Dendê (cacho de coco);28402,0;0,0;20,0;1827,0;1412,0;0,0;3001,0;2100,0;PA;False;9,6;10999,0
Goianésia do Pará;2022;523,0;8317,0;informado;10,0;0,213;Açaí;2999,0;0,0;0,0;213,0;0,0;0,0;160,0;150,0;PA;False;0,0;15902,0
Gurupá;2022;1077,0;20419,0;informado;13,0;0,233;Açaí;10640,0;4,0;0,0;480,0;168,0;0,0;105,0;320,0;PA;False;2,8;18959,0
Igarapé-Açu;2022;9252,0;166423,0;informado;17,0;0,311;Dendê (cacho de coco);54221,0;15,0;0,0;1585,0;210,0;0,0;6342,0;1100,0;PA;False;1,4;17988,0
Igarapé-Miri;2022;54814,0;1628613,0;informado;14,0;0,901;Açaí;1598584,0;10,0;0,0;52200,0;72,0;0,0;502,0;2030,0;PA;False;0,1;29712,0
Inhangapi;2022;5193,0;129025,0;informado;16,0;0,358;Açaí;85213,0;0,0;0,0;3014,0;25,0;0,0;454,0;1700,0;PA;False;0,2;24846,0
Ipixuna do Pará;2022;16363,0;126134,0;informado;16,0;0,34;Soja (em grão);80771,0;0,0;0,0;322,0;13240,0;0,0;491,0;2310,0;PA;False;70,9;7708,0
Irituia;2022;4208,0;51328,0;informado;12,0;0,183;Mandioca;14414,0;0,0;60,0;1027,0;800,0;0,0;1121,0;1200,0;PA;False;11,9;12198,0
Itaituba;2022;4128,0;53086,0;informado;20,0;0,186;Mandioca;22000,0;10,0;0,0;1316,0;1285,0;5,0;502,0;1010,0;PA;False;20,6;12860,0
Itupiranga;2022;8300,0;111226,0;informado;10,0;0,381;Mandioca;71400,0;0,0;0,0;905,0;3725,0;0,0;100,0;3570,0;PA;False;43,6;13401,0
Jacareacanga;2022;3168,0;32268,0;informado;12,0;0,442;Mandioca;17550,0;10,0;0,0;324,0;822,0;0,0;12,0;2000,0;PA;False;2,7;10186,0
Jacundá;2022;52,0;1195,0;informado;2,0;0,589;Açaí;645,0;0,0;0,0;15,0;0,0;0,0;0,0;37,0;PA;False;0,0;22981,0
Juruti;2022;18269,0;89228,0;informado;14,0;0,971;Mandioca;86400,0;5,0;90,0;145,0;29,0;0,0;0,0;18000,0;PA;False;0,1;4884,0
Limoeiro do Ajuru;2022;9711,0;241688,0;informado;10,0;0,862;Açaí;233730,0;0,0;0,0;9024,0;28,0;0,0;109,0;550,0;PA;False;0,2;24888,0
Mãe do Rio;2022;3087,0;31325,0;informado;12,0;0,254;Dendê (cacho de coco);13991,0;0,0;0,0;259,0;900,0;0,0;1328,0;600,0;PA;False;19,4;10147,0
Magalhães Barata;2022;1193,0;14227,0;informado;9,0;0,707;Mandioca;12012,0;0,0;0,0;108,0;70,0;0,0;15,0;1000,0;PA;False;2,5;11925,0
Marabá;2022;14439,0;171163,0;informado;14,0;0,4;Mandioca;92999,0;0,0;0,0;1049,0;8190,0;0,0;0,0;5200,0;PA;False;55,3;11854,0
Maracanã;2022;2527,0;34757,0;informado;17,0;0,206;Mandioca;10010,0;0,0;0,0;465,0;490,0;0,0;572,0;1000,0;PA;False;9,9;13754,0
Marapanim;2022;1528,0;24328,0;informado;14,0;0,509;Mandioca;15135,0;0,0;0,0;243,0;100,0;0,0;105,0;1080,0;PA;False;2,6;15921,0
Marituba;2022;;;indisponivel;;;;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;PA;False;;
Medicilândia;2022;57454,0;927901,0;informado;18,0;0,625;Cacau (em amêndoa);693212,0;0,0;0,0;10753,0;2220,0;17,0;44194,0;270,0;PA;False;3,6;16150,0
Melgaço;2022;4844,0;38200,0;informado;5,0;0,831;Açaí;33704,0;0,0;0,0;4464,0;0,0;0,0;12,0;368,0;PA;False;0,0;7886,0
Mocajuba;2022;12667,0;394950,0;informado;9,0;0,337;Açaí;344715,0;0,0;0,0;6798,0;2500,0;0,0;1369,0;2000,0;PA;False;15,8;31179,0
Moju;2022;42665,0;528437,0;informado;18,0;0,312;Dendê (cacho de coco);142086,0;0,0;0,0;13980,0;930,0;0,0;21355,0;6400,0;PA;False;1,9;12386,0
Mojuí dos Campos;2022;103084,0;723872,0;informado;19,0;0,466;Soja (em grão);472500,0;10,0;0,0;519,0;101125,0;0,0;130,0;1300,0;PA;False;96,5;7022,0
Monte Alegre;2022;13366,0;175154,0;informado;21,0;0,279;Limão;102638,0;15,0;0,0;3376,0;3588,0;40,0;347,0;6000,0;PA;False;13,5;13104,0
Muaná;2022;5570,0;81658,0;informado;3,0;0,975;Açaí;80560,0;0,0;0,0;5540,0;0,0;0,0;0,0;30,0;PA;False;0,0;14660,0
Nova Esperança do Piriá;2022;10398,0;64767,0;informado;10,0;0,42;Mandioca;21298,0;0,0;100,0;543,0;6305,0;0,0;450,0;3000,0;PA;False;57,7;6229,0
Nova Ipixuna;2022;1069,0;7096,0;informado;9,0;0,39;Mandioca;3135,0;0,0;0,0;137,0;642,0;0,0;10,0;280,0;PA;False;56,1;6638,0
Nova Timboteua;2022;2863,0;27764,0;informado;10,0;0,46;Mandioca;14362,0;0,0;0,0;223,0;320,0;0,0;420,0;1900,0;PA;False;4,9;9698,0
Novo Progresso;2022;27416,0;211401,0;informado;19,0;0,56;Soja (em grão);171600,0;5,0;0,0;391,0;26009,0;0,0;11,0;1000,0;PA;False;87,5;7711,0
Novo Repartimento;2022;6970,0;91242,0;informado;9,0;0,445;Banana (cacho);59112,0;0,0;0,0;2038,0;260,0;0,0;4172,0;500,0;PA;False;1,1;13091,0
Óbidos;2022;20589,0;96605,0;informado;15,0;0,944;Mandioca;91200,0;8,0;0,0;427,0;151,0;0,0;3,0;20000,0;PA;False;0,5;4692,0
Oeiras do Pará;2022;7926,0;186409,0;informado;8,0;0,416;Açaí;146358,0;0,0;0,0;3527,0;259,0;0,0;340,0;3800,0;PA;False;1,1;23519,0
Oriximiná;2022;14508,0;68699,0;informado;13,0;0,931;Mandioca;63840,0;4,0;0,0;244,0;260,0;0,0;0,0;14000,0;PA;False;0,9;4735,0
Ourém;2022;2463,0;24322,0;informado;10,0;0,238;Pimenta-do-reino;6624,0;0,0;8,0;955,0;400,0;0,0;200,0;900,0;PA;False;8,1;9875,0
Ourilândia do Norte;2022;1694,0;24410,0;informado;10,0;0,359;Cacau (em amêndoa);9372,0;0,0;0,0;211,0;393,0;0,0;930,0;160,0;PA;False;20,1;14410,0
Pacajá;2022;12229,0;195731,0;informado;18,0;0,286;Mandioca;73220,0;10,0;0,0;1164,0;2513,0;0,0;5927,0;2615,0;PA;False;13,2;16005,0
Palestina do Pará;2022;800,0;8338,0;informado;4,0;0,458;Banana (cacho);4500,0;0,0;0,0;120,0;550,0;0,0;0,0;130,0;PA;False;63,7;10422,0
Paragominas;2022;224118,0;1964910,0;informado;17,0;0,782;Soja (em grão);1838621,0;0,0;0,0;529,0;221730,0;0,0;610,0;1249,0;PA;False;93,8;8767,0
Parauapebas;2022;7021,0;108029,0;informado;15,0;0,239;Mandioca;37615,0;0,0;0,0;1625,0;3740,0;26,0;100,0;1530,0;PA;False;39,9;15387,0
Pau D'Arco;2022;879,0;10678,0;informado;2,0;0,5;Mandioca;7859,0;0,0;0,0;0,0;449,0;0,0;0,0;430,0;PA;False;51,1;12148,0
Peixe-Boi;2022;1501,0;10373,0;informado;10,0;0,298;Mandioca;3198,0;0,0;6,0;265,0;450,0;0,0;80,0;700,0;PA;False;23,3;6911,0
Piçarra;2022;3965,0;33817,0;informado;6,0;0,619;Milho (em grão);16320,0;0,0;0,0;80,0;3035,0;0,0;0,0;850,0;PA;False;75,7;8529,0
Placas;2022;18825,0;180878,0;informado;15,0;0,476;Cacau (em amêndoa);125785,0;10,0;0,0;1794,0;2870,0;0,0;13351,0;800,0;PA;False;13,5;9608,0
Ponta de Pedras;2022;4155,0;61681,0;informado;3,0;0,974;Açaí;61039,0;0,0;0,0;4125,0;0,0;0,0;0,0;30,0;PA;False;0,0;14845,0
Portel;2022;18658,0;193875,0;informado;4,0;0,658;Açaí;103734,0;0,0;0,0;4058,0;0,0;0,0;0,0;14600,0;PA;False;0,0;10391,0
Porto de Moz;2022;1216,0;20502,0;informado;16,0;0,188;Mandioca;8250,0;15,0;0,0;471,0;300,0;0,0;30,0;400,0;PA;False;11,5;16860,0
Prainha;2022;4531,0;54513,0;informado;19,0;0,28;Mandioca;32000,0;6,0;0,0;910,0;1500,0;10,0;105,0;2000,0;PA;False;26,5;12031,0
Primavera;2022;591,0;3678,0;informado;6,0;0,278;Mandioca;1938,0;0,0;0,0;70,0;333,0;0,0;18,0;170,0;PA;False;38,9;6223,0
Quatipuru;2022;833,0;12744,0;informado;10,0;0,363;Açaí;8842,0;0,0;0,0;303,0;80,0;0,0;0,0;450,0;PA;False;4,8;15299,0
Redenção;2022;16730,0;142641,0;informado;9,0;0,46;Soja (em grão);67139,0;0,0;0,0;182,0;13798,0;0,0;0,0;2750,0;PA;False;81,5;8526,0
Rio Maria;2022;1362,0;18151,0;informado;8,0;0,284;Abacaxi;9075,0;0,0;0,0;324,0;943,0;0,0;0,0;95,0;PA;False;67,5;13327,0
Rondon do Pará;2022;55147,0;507899,0;informado;10,0;0,881;Soja (em grão);486122,0;0,0;0,0;55,0;54663,0;6,0;0,0;423,0;PA;False;98,7;9210,0
Rurópolis;2022;9879,0;81903,0;informado;17,0;0,177;Cacau (em amêndoa);28333,0;15,0;0,0;2657,0;3640,0;0,0;2667,0;900,0;PA;False;28,6;8291,0
Salinópolis;2022;827,0;8166,0;informado;6,0;0,295;Mandioca;3960,0;0,0;0,0;302,0;225,0;0,0;0,0;300,0;PA;False;14,5;9874,0
Salvaterra;2022;2490,0;25588,0;informado;5,0;0,581;Abacaxi;17680,0;0,0;0,0;660,0;1800,0;0,0;0,0;30,0;PA;False;0,0;10276,0
Santa Bárbara do Pará;2022;435,0;6712,0;informado;4,0;0,391;Açaí;3619,0;0,0;0,0;200,0;55,0;0,0;0,0;180,0;PA;False;6,9;15430,0
Santa Izabel do Pará;2022;6348,0;127907,0;informado;10,0;0,632;Açaí;111216,0;0,0;0,0;5160,0;0,0;0,0;788,0;400,0;PA;False;0,0;20149,0
Santa Luzia do Pará;2022;2008,0;18675,0;informado;9,0;0,249;Mandioca;7438,0;0,0;10,0;340,0;608,0;0,0;200,0;850,0;PA;False;17,4;9300,0
Santa Maria das Barreiras;2022;108700,0;549350,0;informado;10,0;0,49;Soja (em grão);431630,0;0,0;0,0;70,0;107830,0;0,0;0,0;800,0;PA;False;95,2;5054,0
Santa Maria do Pará;2022;7311,0;110033,0;informado;8,0;0,505;Mandioca;87803,0;0,0;0,0;240,0;730,0;0,0;1341,0;5000,0;PA;False;9,6;15050,0
Santana do Araguaia;2022;195195,0;1426665,0;informado;10,0;0,493;Soja (em grão);1192168,0;0,0;0,0;95,0;193520,0;0,0;780,0;800,0;PA;False;95,5;7309,0
Santarém;2022;67413,0;486199,0;informado;20,0;0,402;Soja (em grão);290499,0;10,0;0,0;473,0;61645,0;10,0;375,0;4900,0;PA;False;89,0;7212,0
Santarém Novo;2022;1110,0;5053,0;informado;6,0;0,385;Mandioca;2640,0;0,0;0,0;30,0;500,0;0,0;30,0;550,0;PA;False;36,0;4552,0
Santo Antônio do Tauá;2022;5110,0;55775,0;informado;11,0;0,354;Dendê (cacho de coco);14210,0;0,0;0,0;1560,0;100,0;0,0;3150,0;300,0;PA;False;1,2;10915,0
São Caetano de Odivelas;2022;988,0;13657,0;informado;10,0;0,519;Mandioca;9324,0;0,0;0,0;177,0;85,0;0,0;26,0;700,0;PA;False;2,0;13823,0
São Domingos do Araguaia;2022;3637,0;44407,0;informado;8,0;0,356;Mandioca;22397,0;0,0;0,0;615,0;1092,0;0,0;30,0;1900,0;PA;False;25,5;12210,0
São Domingos do Capim;2022;16760,0;239607,0;informado;14,0;0,404;Mandioca;150150,0;0,0;0,0;2525,0;700,0;0,0;3535,0;10000,0;PA;False;2,1;14296,0
São Félix do Xingu;2022;19071,0;278019,0;informado;11,0;0,24;Soja (em grão);72930,0;0,0;0,0;2030,0;11829,0;0,0;4000,0;1212,0;PA;False;60,3;14578,0
São Francisco do Pará;2022;6452,0;95705,0;informado;13,0;0,407;Mandioca;60060,0;100,0;0,0;560,0;600,0;0,0;1192,0;4000,0;PA;False;4,6;14833,0
São Geraldo do Araguaia;2022;8455,0;58742,0;informado;9,0;0,513;Milho (em grão);21417,0;0,0;0,0;810,0;5985,0;0,0;1060,0;600,0;PA;False;69,8;6948,0
São João da Ponta;2022;789,0;15891,0;informado;14,0;0,232;Abacaxi;6450,0;0,0;0,0;266,0;50,0;0,0;143,0;330,0;PA;False;2,5;20141,0
São João de Pirabas;2022;493,0;5115,0;informado;9,0;0,213;Melancia;1836,0;0,0;0,0;172,0;141,0;0,0;0,0;180,0;PA;False;16,2;10375,0
São João do Araguaia;2022;1855,0;27054,0;informado;11,0;0,2;Banana (cacho);9375,0;0,0;0,0;472,0;833,0;0,0;0,0;550,0;PA;False;42,3;14584,0
São Miguel do Guamá;2022;6953,0;96058,0;informado;12,0;0,371;Mandioca;60060,0;0,0;0,0;650,0;1500,0;0,0;803,0;4000,0;PA;False;14,4;13815,0
São Sebastião da Boa Vista;2022;6060,0;47678,0;informado;2,0;0,98;Açaí;46603,0;0,0;0,0;6000,0;0,0;0,0;0,0;60,0;PA;False;0,0;7868,0
Sapucaia;2022;620,0;3824,0;informado;4,0;0,892;Milho (em grão);2948,0;0,0;0,0;11,0;585,0;0,0;2,0;22,0;PA;False;94,4;6168,0
Senador José Porfírio;2022;6231,0;78920,0;informado;12,0;0,476;Cacau (em amêndoa);58352,0;15,0;0,0;945,0;745,0;0,0;4176,0;350,0;PA;False;9,6;12666,0
Soure;2022;125,0;263,0;informado;1,0;1,0;Coco-da-baía;263,0;0,0;0,0;125,0;0,0;0,0;0,0;0,0;PA;False;0,0;2104,0
Tailândia;2022;100035,0;508772,0;informado;15,0;0,435;Dendê (cacho de coco);320309,0;0,0;0,0;615,0;37100,0;0,0;61320,0;1000,0;PA;False;35,5;5086,0
Terra Alta;2022;933,0;14748,0;informado;12,0;0,365;Dendê (cacho de coco);5675,0;0,0;0,0;185,0;10,0;0,0;568,0;170,0;PA;False;0,5;15807,0
Terra Santa;2022;99,0;587,0;informado;8,0;0,442;Mandioca;284,0;5,0;0,0;18,0;12,0;0,0;0,0;64,0;PA;False;10,1;5929,0
Tomé-Açu;2022;49014,0;361150,0;informado;14,0;0,548;Dendê (cacho de coco);187845,0;0,0;0,0;4014,0;1050,0;0,0;41950,0;2000,0;PA;False;1,5;7368,0
Tracuateua;2022;4921,0;37272,0;informado;14,0;0,474;Mandioca;29213,0;0,0;10,0;246,0;1600,0;0,0;30,0;3035,0;PA;False;1,8;7574,0
Trairão;2022;15033,0;88800,0;informado;18,0;0,145;Mandioca;22100,0;10,0;0,0;2002,0;7950,0;2,0;1661,0;3408,0;PA;False;29,3;5907,0
Tucumã;2022;7123,0;71903,0;informado;9,0;0,562;Cacau (em amêndoa);52453,0;0,0;0,0;250,0;1538,0;0,0;5200,0;135,0;PA;False;21,2;10094,0
Tucuruí;2022;58,0;952,0;informado;4,0;0,422;Mandioca;474,0;0,0;0,0;5,0;0,0;0,0;18,0;35,0;PA;False;0,0;16414,0
Ulianópolis;2022;88547,0;735957,0;informado;22,0;0,443;Soja (em grão);514208,0;17000,0;0,0;247,0;70649,0;0,0;163,0;488,0;PA;False;74,5;8311,0
Uruará;2022;23966,0;319418,0;informado;16,0;0,617;Cacau (em amêndoa);265608,0;0,0;0,0;1263,0;3300,0;50,0;18733,0;620,0;PA;False;10,2;13328,0
Vigia;2022;1045,0;14468,0;informado;8,0;0,303;Mandioca;8400,0;0,0;0,0;260,0;0,0;0,0;285,0;500,0;PA;False;0,0;13845,0
Viseu;2022;8990,0;82841,0;informado;14,0;0,304;Mandioca;44154,0;0,0;150,0;1270,0;2900,0;0,0;140,0;4530,0;PA;False;8,9;9215,0
Vitória do Xingu;2022;6320,0;81094,0;informado;15,0;0,671;Cacau (em amêndoa);62300,0;4,0;0,0;549,0;375,0;0,0;5162,0;230,0;PA;False;4,7;12831,0
Xinguara;2022;1467,0;15608,0;informado;10,0;0,401;Milho (em grão);6392,0;3,0;0,0;95,0;1069,0;0,0;70,0;230,0;PA;False;67,1;10639,0
Abaetetuba;2023;25095,0;755067,0;informado;18,0;0,649;Açaí;672000,0;100,0;0,0;20515,0;225,0;0,0;2205,0;2050,0;PA;False;0,4;30088,0
Abel Figueiredo;2023;6224,0;36969,0;informado;12,0;0,813;Soja (em grão);30056,0;11,0;0,0;59,0;5831,0;0,0;13,0;310,0;PA;False;93,3;5940,0
Acará;2023;41569,0;911528,0;informado;13,0;0,324;Mandioca;568728,0;0,0;0,0;7099,0;150,0;0,0;16020,0;18300,0;PA;False;0,1;21928,0
Afuá;2023;140,0;2187,0;informado;2,0;0,592;Banana (cacho);1438,0;0,0;0,0;40,0;0,0;0,0;0,0;100,0;PA;False;0,0;15621,0
Água Azul do Norte;2023;6267,0;26555,0;informado;8,0;0,699;Milho (em grão);16000,0;0,0;0,0;178,0;5833,0;0,0;100,0;156,0;PA;False;92,5;4237,0
Alenquer;2023;15765,0;460594,0;informado;16,0;0,429;Mandioca;397500,0;16,0;0,0;2618,0;2540,0;2,0;589,0;10000,0;PA;False;12,7;29216,0
Almeirim;2023;787,0;12043,0;informado;16,0;0,119;Abacaxi;3024,0;8,0;0,0;324,0;145,0;0,0;130,0;180,0;PA;False;12,1;15302,0
Altamira;2023;38115,0;375715,0;informado;23,0;0,258;Cacau (em amêndoa);101892,0;20,0;0,0;1563,0;28053,0;5,0;7524,0;950,0;PA;False;64,3;9857,0
Anajás;2023;8064,0;289784,0;informado;4,0;0,924;Açaí;284366,0;0,0;0,0;7934,0;0,0;0,0;0,0;130,0;PA;False;0,0;35936,0
Ananindeua;2023;38,0;978,0;informado;2,0;0,589;Açaí;678,0;0,0;0,0;38,0;0,0;0,0;0,0;0,0;PA;False;0,0;25737,0
Anapu;2023;11915,0;164952,0;informado;18,0;0,522;Cacau (em amêndoa);103675,0;0,0;0,0;1466,0;1370,0;3,0;8546,0;530,0;PA;False;8,4;13844,0
Augusto Corrêa;2023;2563,0;28912,0;informado;15,0;0,467;Mandioca;19445,0;0,0;14,0;367,0;370,0;0,0;100,0;1712,0;PA;False;5,9;11281,0
Aurora do Pará;2023;7978,0;137851,0;informado;15,0;0,293;Açaí;49476,0;0,0;0,0;1298,0;1035,0;0,0;4345,0;1300,0;PA;False;10,7;17279,0
Aveiro;2023;1984,0;20708,0;informado;18,0;0,231;Mandioca;11201,0;8,0;0,0;430,0;235,0;0,0;611,0;700,0;PA;False;5,0;10438,0
Bagre;2023;8275,0;215847,0;informado;5,0;0,87;Açaí;212498,0;0,0;0,0;7715,0;0,0;0,0;0,0;560,0;PA;False;0,0;26084,0
Baião;2023;14490,0;207758,0;informado;9,0;0,502;Mandioca;141008,0;0,0;0,0;1540,0;900,0;0,0;2050,0;10000,0;PA;False;5,5;14338,0
Bannach;2023;50,0;512,0;informado;3,0;0,475;Mandioca;392,0;0,0;0,0;0,0;10,0;0,0;8,0;32,0;PA;False;0,0;10240,0
Barcarena;2023;14114,0;488927,0;informado;16,0;0,53;Açaí;420000,0;5,0;0,0;10477,0;362,0;0,0;1720,0;1550,0;PA;False;2,1;34641,0
Belém;2023;170,0;3738,0;informado;1,0;1,0;Açaí;3738,0;0,0;0,0;170,0;0,0;0,0;0,0;0,0;PA;False;0,0;21988,0
Belterra;2023;57514,0;347471,0;informado;18,0;0,475;Soja (em grão);236250,0;0,0;0,0;241,0;56080,0;2,0;91,0;1100,0;PA;False;97,2;6042,0
Benevides;2023;150,0;3240,0;informado;1,0;1,0;Açaí;3240,0;0,0;0,0;150,0;0,0;0,0;0,0;0,0;PA;False;0,0;21600,0
Bom Jesus do Tocantins;2023;822,0;8566,0;informado;13,0;0,291;Mandioca;4303,0;0,0;0,0;80,0;358,0;0,0;0,0;384,0;PA;False;23,7;10421,0
Bonito;2023;9900,0;121449,0;informado;8,0;0,796;Dendê (cacho de coco);99936,0;0,0;0,0;220,0;80,0;0,0;8850,0;750,0;PA;False;0,8;12268,0
Bragança;2023;5214,0;62849,0;informado;14,0;0,607;Mandioca;54999,0;0,0;0,0;339,0;800,0;0,0;55,0;4020,0;PA;False;9,6;12054,0
Brasil Novo;2023;9517,0;96121,0;informado;18,0;0,779;Cacau (em amêndoa);73167,0;2,0;0,0;557,0;371,0;1,0;8396,0;190,0;PA;False;3,7;10100,0
Brejo Grande do Araguaia;2023;1505,0;15921,0;informado;8,0;0,346;Banana (cacho);10154,0;0,0;0,0;220,0;1225,0;0,0;0,0;60,0;PA;False;79,7;10579,0
Breu Branco;2023;9065,0;50028,0;informado;12,0;0,442;Soja (em grão);28160,0;0,0;0,0;254,0;8500,0;0,0;161,0;150,0;PA;False;93,8;5519,0
Breves;2023;3386,0;76865,0;informado;5,0;0,704;Açaí;70895,0;0,0;0,0;2996,0;0,0;0,0;0,0;390,0;PA;False;0,0;22701,0
Bujaru;2023;8677,0;474930,0;informado;11,0;0,53;Açaí;423036,0;0,0;0,0;6647,0;290,0;0,0;740,0;1000,0;PA;False;1,4;54734,0
Cachoeira do Piriá;2023;2386,0;28357,0;informado;12,0;0,227;Açaí;12946,0;0,0;180,0;1011,0;480,0;0,0;130,0;585,0;PA;False;10,5;11885,0
Cachoeira do Arari;2023;9250,0;79566,0;informado;4,0;0,81;Arroz (em casca);66825,0;0,0;0,0;750,0;8300,0;0,0;0,0;200,0;PA;False;0,0;8602,0
Cametá;2023;44855,0;754136,0;informado;14,0;0,492;Açaí;629280,0;0,0;0,0;30124,0;694,0;0,0;7037,0;7000,0;PA;False;0,6;16813,0
Canaã dos Carajás;2023;4847,0;47603,0;informado;11,0;0,693;Banana (cacho);21875,0;0,0;0,0;684,0;4008,0;0,0;35,0;120,0;PA;False;82,5;9821,0
